"","V1","V2","V3","V4","V5","V6","V7"
"749",2,2,363,0,135,0,2573
"750",1,2,367,340,0,2006,3133
"751",1,1,0,0,0,2007,51016
"752",1,2,337,0,284,2007,50353
"753",1,2,300,0,0,2006,50532
"754",2,0,366,335,0,2005,3079
"755",1,2,355,301,273,2008,1608
"756",1,1,355,369,352,2007,2846
"757",1,2,327,0,259,2008,2573
"758",1,2,319,365,0,2007,50168
"759",1,1,340,0,264,2009,0
"760",1,0,319,0,0,0,0
"761",2,2,298,0,0,2004,744
"762",2,2,298,308,0,0,0
"763",5,2,389,314,345,2007,3676
"764",1,1,347,331,0,2007,2413
"765",1,1,0,0,0,0,3864
"766",1,1,314,366,0,2008,50055
"767",1,0,355,0,273,0,2674
"768",1,1,355,0,273,0,1503
"769",1,1,292,317,0,2009,0
"770",1,1,298,348,274,2009,2753
"771",2,1,314,311,0,2005,1787
"772",1,2,391,367,0,2008,2605
"773",1,0,0,0,0,2007,0
"774",1,2,319,298,260,2009,2753
"775",1,2,298,0,0,2006,1764
"776",1,1,368,314,257,2009,2959
"777",1,2,319,0,258,2009,1346
"778",1,2,341,0,0,2007,2702
"779",1,1,367,393,320,2006,2402
"780",2,1,349,0,0,2005,20731
"781",1,2,294,390,0,2006,0
"782",5,2,308,0,0,0,7381
"783",1,0,0,0,0,0,0
"784",1,1,355,291,258,2009,2903
"785",2,2,306,349,0,0,0
"786",1,0,0,0,0,2007,2593
"787",1,2,314,298,235,2008,2593
"788",1,1,355,0,232,0,3058
"789",1,1,368,292,0,2006,50864
"790",1,2,367,314,184,2007,2896
"791",1,2,328,0,281,2006,20555
"792",2,0,368,0,0,2004,2593
"793",1,2,348,0,0,2008,50023
"794",1,1,360,0,269,2009,1617
"795",1,0,340,0,0,2008,1936
"796",1,1,367,302,0,2008,2613
"797",1,1,327,0,271,2008,0
"798",1,1,0,0,0,2008,11530
"799",1,2,348,367,170,2006,1963
"800",2,2,298,0,0,2004,50554
"801",1,1,355,0,274,2009,1734
"802",1,2,329,348,0,2006,1774
"803",1,2,290,0,0,2006,2028
"804",1,2,368,390,263,2009,50353
"805",1,1,293,379,0,2008,2584
"806",1,2,381,384,140,2008,1763
"807",1,1,314,298,266,2009,3072
"808",2,1,293,0,0,2004,2795
"809",1,1,355,0,0,2008,9151
"810",1,1,316,0,0,2009,2951
"811",1,1,355,0,324,2008,0
"812",5,0,327,0,0,2010,54927
"813",1,1,298,332,273,2008,1780
"814",1,2,352,357,0,2006,2902
"815",1,1,368,0,274,2009,2568
"816",2,2,366,377,0,2005,2476
"817",1,2,319,0,224,2007,2832
"818",2,2,300,0,0,2005,1734
"819",1,1,368,0,270,2009,51430
"820",1,2,298,338,351,2005,50239
"821",2,1,369,367,0,2005,2866
"822",1,1,375,0,264,2009,2969
"823",2,2,327,0,0,2003,0
"824",1,2,308,314,0,2004,1596
"825",1,2,298,297,0,2006,50858
"826",1,1,0,0,0,2008,50485
"827",1,2,355,322,141,2008,2198
"828",1,1,353,0,0,0,3082
"829",1,1,290,377,0,2007,1654
"830",1,1,355,314,0,2006,1763
"831",1,1,374,0,237,2006,50098
"832",4,2,361,380,0,0,0
"833",1,2,0,0,0,2007,3058
"834",1,2,365,0,224,0,5254
"835",1,2,329,0,0,0,2842
"836",2,2,327,0,0,2005,1909
"837",1,2,381,381,205,0,0
"838",1,1,366,303,264,2009,2881
"839",1,2,375,367,0,2009,2381
"840",1,2,297,349,256,2009,5646
"841",2,1,290,0,0,2005,0
"842",1,2,329,363,0,2007,0
"843",1,2,334,381,0,2006,1492
"844",1,2,298,368,341,2008,2188
"845",1,2,321,305,0,2009,0
"846",1,2,319,0,272,2009,2248
"847",1,0,363,0,0,0,50359
"848",1,2,316,316,181,2006,1964
"849",1,2,327,363,275,2007,2227
"850",1,0,0,0,0,0,0
"851",1,1,355,341,0,2008,2911
"852",1,2,384,0,0,2007,2665
"853",1,1,355,0,257,2009,2561
"854",1,1,329,379,0,2006,1933
"855",1,1,341,0,323,2007,1725
"856",1,1,386,374,0,2008,2217
"857",2,1,317,0,0,2005,2054
"858",1,2,0,0,273,2008,50425
"859",4,0,356,297,349,0,1732
"860",1,1,355,0,0,2007,52562
"861",1,0,0,0,0,0,0
"862",5,2,365,312,0,2005,0
"863",1,2,375,0,0,2008,2744
"864",1,2,327,0,0,2005,2824
"865",1,2,298,348,136,2008,54139
"866",1,1,340,0,0,2006,2769
"867",2,2,367,0,0,2004,50622
"868",1,0,0,0,0,2008,50165
"869",2,2,326,0,0,2002,2805
"870",1,1,382,393,272,2009,3004
"871",1,0,0,0,0,0,0
"872",1,1,348,0,0,2007,1592
"873",1,2,319,0,0,2006,1764
"874",1,1,0,0,0,0,0
"875",1,2,366,0,186,2005,2902
"876",1,2,367,368,0,2006,50353
"877",1,2,384,0,273,2009,3080
"878",1,1,367,391,269,2009,54627
"879",2,1,293,367,0,2004,0
"880",1,1,0,0,261,2009,2677
"881",2,1,341,0,0,2005,2820
"882",1,1,314,298,316,2008,2702
"883",1,2,298,390,298,2008,2823
"884",1,2,292,0,0,2007,2090
"885",1,1,329,0,0,2008,3020
"886",1,2,340,0,0,0,60360
"887",1,1,379,377,323,2008,1506
"888",2,1,371,303,0,2004,2469
"889",1,0,0,0,0,0,1473
"890",1,2,355,0,0,2008,50028
"891",4,1,0,0,0,0,16161
"892",1,2,340,367,0,2008,1389
"893",1,2,298,367,0,2007,1289
"894",1,2,316,0,0,2007,51005
"895",1,1,382,390,0,2006,53420
"896",1,1,340,0,310,2007,2561
"897",1,1,290,382,0,2005,1797
"898",1,1,367,0,258,2009,3032
"899",2,1,378,367,0,2005,2041
"900",1,2,335,0,0,0,1344
"901",1,2,0,0,287,2008,2272
"902",1,1,340,367,0,0,2861
"903",1,2,290,0,0,2005,2688
"904",1,2,319,314,0,2006,0
"905",1,2,0,0,273,2009,1547
"906",1,2,0,0,139,2008,1411
"907",2,1,368,0,0,2005,2522
"908",1,2,309,357,294,2008,2561
"909",1,1,314,298,0,2006,2811
"910",1,1,291,0,0,2005,2613
"911",1,2,387,359,0,2008,2122
"912",2,1,355,0,0,2005,2702
"913",2,2,298,0,0,2005,2820
"914",1,2,371,350,0,0,0
"915",1,1,368,377,323,2008,1887
"916",1,1,381,390,0,0,2066
"917",1,1,369,367,261,2008,50500
"918",1,2,298,0,0,2006,2381
"919",1,1,355,349,259,2009,2748
"920",1,1,350,0,323,2008,2203
"921",1,0,0,0,0,0,55170
"922",1,0,0,0,0,0,0
"923",1,1,363,371,323,2007,0
"924",5,1,348,0,0,0,9244
"925",1,1,387,377,273,2009,0
"926",1,2,0,0,0,2008,672
"927",1,2,340,0,201,2006,1744
"928",1,1,367,0,0,2008,1733
"929",2,1,375,0,0,2004,1367
"930",1,1,0,0,0,2007,50526
"931",1,0,368,0,0,2005,2939
"932",1,2,298,382,323,2008,1914
"933",1,2,300,0,256,2008,1595
"934",2,1,362,0,0,2005,1694
"935",1,0,0,0,0,0,0
"936",1,0,317,0,0,0,0
"937",1,1,0,0,256,2009,1604
"938",5,0,351,0,330,0,20731
"939",1,2,319,0,0,2007,51222
"940",1,1,0,0,0,2008,1596
"941",1,1,348,0,0,0,50254
"942",2,1,298,0,0,2005,1774
"943",1,2,362,332,0,0,0
"944",1,1,0,0,194,2008,713
"945",1,2,355,390,300,2007,3117
"946",1,2,0,0,265,2009,1965
"947",1,2,367,350,145,2008,2748
"948",1,0,310,376,0,2005,0
"949",1,2,298,314,131,2008,50513
"950",1,2,0,0,267,2009,50459
"951",1,2,371,298,0,2008,2089
"952",1,1,367,0,0,2006,0
"953",1,1,370,0,0,2006,1741
"954",1,1,298,363,0,2007,2705
"955",2,1,0,0,0,2003,2021
"956",5,1,332,302,0,2007,2325
"957",1,1,329,344,319,2007,50086
"958",1,1,317,0,138,2005,0
"959",1,2,291,0,281,2006,2652
"960",2,1,367,391,0,2005,2233
"961",1,1,314,308,0,2006,2651
"962",1,1,382,0,143,2008,2426
"963",1,2,368,0,0,2006,1450
"964",1,1,355,0,0,2006,0
"965",1,2,0,0,0,2007,0
"966",1,0,0,0,0,0,0
"967",2,1,308,0,0,2005,2355
"968",1,2,355,390,0,2008,1594
"969",1,2,340,367,262,2009,2618
"970",1,1,340,329,0,2007,2561
"971",2,1,314,298,0,2004,1594
"972",1,2,319,326,292,2007,2794
"973",1,2,298,366,153,0,50271
"974",1,2,300,0,258,2008,1320
"975",1,1,368,0,0,2006,2670
"976",1,1,368,348,257,2009,1767
"977",1,1,368,0,0,2006,2794
"978",1,1,374,0,0,2009,50556
"979",1,1,0,0,0,2009,1333
"980",2,0,0,0,0,2005,1272
"981",2,2,355,0,0,2005,0
"982",1,1,375,289,0,2008,1580
"983",3,1,0,0,0,0,2022
"984",2,2,352,384,0,2004,1507
"985",1,0,0,0,0,0,0
"986",1,2,0,0,270,2009,2355
"987",1,2,366,0,264,2008,1587
"988",1,0,0,0,0,0,0
"989",1,2,378,314,129,2004,0
"990",1,1,303,314,0,2007,0
"991",1,1,0,0,0,2006,0
"992",1,0,298,0,0,0,2702
"993",2,2,363,291,0,2005,16120
"994",1,1,298,0,0,2008,1355
"995",1,2,366,298,225,2007,3123
"996",1,2,368,0,303,2008,1596
"997",1,1,357,0,0,2006,1808
"998",1,1,328,334,0,2007,3029
"999",2,2,316,291,0,2005,0
"1000",1,1,360,386,0,2007,2593
"1001",1,1,317,292,323,2008,2426
"1002",1,2,316,0,238,2007,1594
"1003",1,1,316,0,318,2006,1525
"1004",1,2,382,0,261,2008,50293
"1005",1,1,355,0,0,2006,1699
"1006",1,1,0,0,0,2008,2661
"1007",1,1,348,375,0,2006,1293
"1008",2,2,355,0,163,2004,0
"1009",1,1,292,0,0,2007,2426
"1010",1,2,323,324,0,2004,0
"1011",1,2,0,0,0,2005,2223
"1012",1,2,311,291,0,2008,4702
"1013",1,1,350,0,266,2009,2625
"1014",1,2,332,333,0,2007,53478
"1015",1,2,363,0,0,2006,2305
"1016",1,1,291,0,0,2008,1492
"1017",1,2,314,351,353,2007,1389
"1018",1,1,306,386,356,2007,1287
"1019",1,2,314,0,0,2006,2191
"1020",1,2,351,365,0,2006,1941
"1021",1,2,351,349,323,2007,56377
"1022",1,2,367,0,0,0,2805
"1023",1,1,301,291,0,2007,16396
"1024",1,1,375,335,362,2007,0
"1025",1,2,319,0,233,2006,2803
"1026",5,2,362,328,232,1993,0
"1027",1,1,298,0,0,2006,1596
"1028",1,0,314,0,0,2006,50202
"1029",1,2,355,382,129,2007,2749
"1030",2,2,367,342,0,2005,1272
"1031",2,1,0,0,0,2004,0
"1032",1,1,390,292,258,2009,2690
"1033",1,2,331,0,257,2005,1912
"1034",1,0,0,0,0,0,0
"1035",1,2,342,348,0,2006,2973
"1036",2,2,0,0,0,0,0
"1037",1,1,317,0,264,2009,1380
"1038",5,2,319,389,0,0,0
"1039",1,0,332,0,0,0,0
"1040",1,2,0,0,0,2009,50975
"1041",1,2,367,368,0,2009,0
"1042",2,1,374,386,0,2004,1371
"1043",1,2,381,0,0,0,2623
"1044",1,0,0,0,0,0,0
"1045",2,1,293,334,0,2005,1943
"1046",1,2,314,342,0,2005,1912
"1047",1,1,350,0,224,2006,0
"1048",1,1,348,0,0,2007,0
"1049",2,1,298,0,191,2004,55170
"1050",1,2,329,380,320,2006,56287
"1051",2,0,0,0,0,0,0
"1052",1,0,370,357,331,2005,2041
"1053",1,1,0,0,0,0,0
"1054",1,0,0,0,0,0,0
"1055",2,2,291,390,0,2004,1569
"1056",1,2,314,329,273,2009,1701
"1057",1,0,375,368,0,2008,52076
"1058",1,2,319,0,0,2006,1503
"1059",1,1,298,0,259,2009,2305
"1060",1,0,0,0,0,0,0
"1061",2,0,350,0,193,2005,50152
"1062",1,2,327,351,273,2009,1608
"1063",2,1,352,314,0,2005,1611
"1064",2,1,314,377,0,2005,2830
"1065",2,2,355,341,0,2005,25996
"1066",1,0,0,0,0,0,0
"1067",1,2,0,0,0,2007,2836
"1068",1,0,367,340,0,0,0
"1069",1,1,292,383,0,2006,1775
"1070",2,2,363,292,0,2005,1411
"1071",1,2,355,378,0,2007,0
"1072",2,1,323,324,0,2004,1287
"1073",2,1,374,0,0,2005,2422
"1074",1,1,0,0,345,2008,2867
"1075",2,1,331,0,0,2005,2866
"1076",1,2,353,0,0,2005,0
"1077",1,1,311,0,270,2009,2597
"1078",1,2,316,0,260,2009,3052
"1079",1,2,366,0,273,2009,50353
"1080",1,1,329,0,0,2007,52401
"1081",1,0,382,311,0,2008,0
"1082",1,2,306,0,0,2007,2734
"1083",2,1,290,386,0,2005,2327
"1084",1,1,355,0,260,2009,2752
"1085",1,1,328,384,135,2008,2862
"1086",1,1,348,0,0,0,0
"1087",1,2,329,0,0,2006,2272
"1088",1,1,350,379,0,2006,3029
"1089",1,1,368,381,256,2008,1648
"1090",2,2,298,0,0,0,25830
"1091",1,1,368,375,259,2009,2903
"1092",1,1,319,0,0,2005,0
"1093",1,2,367,350,0,0,0
"1094",1,1,374,350,193,2006,2355
"1095",1,1,293,291,0,2006,1604
"1096",2,1,382,0,0,2005,2152
"1097",1,1,317,0,0,2007,1451
"1098",2,0,0,0,0,0,1822
"1099",1,2,319,0,271,2006,0
"1100",1,0,0,0,0,2007,50514
"1101",1,0,0,0,0,0,0
"1102",1,2,298,0,0,2006,1420
"1103",1,1,351,340,196,2007,1525
"1104",1,2,0,0,0,2007,25974
"1105",1,1,315,0,0,2008,2926
"1106",1,2,392,0,174,0,2597
"1107",1,1,332,376,260,2009,2589
"1108",1,2,0,0,137,2007,2682
"1109",1,1,0,0,134,2008,2018
"1110",1,1,366,298,323,2008,2460
"1111",2,1,294,0,0,2004,2505
"1112",1,2,365,0,332,2005,1502
"1113",1,1,314,0,0,2006,2702
"1114",1,0,0,0,260,2008,2041
"1115",1,1,314,372,0,2007,2584
"1116",1,2,367,348,305,2008,1887
"1117",1,2,342,0,0,2007,1965
"1118",1,1,382,0,0,2005,1697
"1119",1,2,319,0,0,2007,1734
"1120",2,2,327,381,0,2005,2926
"1121",5,2,319,0,0,2004,3016
"1122",1,0,332,329,0,0,2868
"1123",1,1,382,291,0,2008,2969
"1124",1,0,0,0,0,0,0
"1125",1,2,327,297,0,2007,2753
"1126",1,1,367,0,193,2006,50504
"1127",2,2,298,314,0,2004,1486
"1128",1,0,0,0,0,0,0
"1129",1,2,367,329,0,2006,2162
"1130",1,2,298,355,262,2009,0
"1131",2,0,348,391,0,2004,0
"1132",1,2,355,0,273,2009,50643
"1133",1,1,292,0,0,2008,3118
"1134",1,1,306,342,0,2004,2602
"1135",1,2,367,296,286,2008,1277
"1136",1,0,0,0,0,0,0
"1137",1,1,374,375,0,2007,2195
"1138",2,1,368,329,0,2002,1617
"1139",2,1,355,0,0,2005,2381
"1140",2,2,321,0,167,2004,0
"1141",1,1,0,0,268,2009,59524
"1142",1,2,298,0,0,2006,0
"1143",1,2,351,0,0,2007,2957
"1144",2,0,0,0,0,0,0
"1145",1,1,0,0,0,2008,2824
"1146",1,2,306,0,0,2006,1547
"1147",1,2,0,0,0,2006,2687
"1148",1,1,316,0,358,2009,2233
"1149",1,1,355,298,224,2004,2767
"1150",1,1,355,329,131,2008,50844
"1151",5,2,317,0,0,0,0
"1152",2,1,298,352,0,2005,1734
"1153",1,2,319,0,273,2009,1823
"1154",1,1,344,350,0,2007,2749
"1155",1,2,367,379,0,2008,2305
"1156",1,1,333,379,362,2007,3048
"1157",1,1,0,0,0,2008,15857
"1158",1,2,319,0,259,2009,2190
"1159",1,2,367,369,0,2006,2054
"1160",1,2,317,292,141,2008,1909
"1161",2,2,316,0,0,2004,2753
"1162",1,0,0,0,0,0,0
"1163",1,2,298,0,0,2007,3041
"1164",1,1,355,340,0,2006,5336
"1165",1,0,351,0,0,2006,50054
"1166",1,1,368,298,193,2006,1963
"1167",2,1,367,350,0,2005,2596
"1168",1,1,293,307,0,2008,52761
"1169",1,2,321,0,265,2009,2794
"1170",2,1,314,298,0,2004,0
"1171",1,1,349,343,0,2006,1719
"1172",1,1,298,375,0,2005,2070
"1173",1,2,382,0,0,2008,50098
"1174",1,0,292,0,0,0,0
"1175",1,0,0,0,0,0,0
"1176",1,1,371,389,333,0,2130
"1177",1,1,314,351,141,2007,16007
"1178",1,1,0,0,0,2006,50210
"1179",1,2,355,361,0,2006,1473
"1180",1,2,322,0,273,2009,2253
"1181",1,1,340,0,0,2006,2790
"1182",6,2,371,357,0,2006,24474
"1183",1,1,0,0,0,2008,1930
"1184",1,1,387,0,268,2009,5219
"1185",2,2,295,0,0,2005,2993
"1186",1,1,291,299,0,2006,2805
"1187",1,1,341,361,323,2008,0
"1188",1,1,355,0,273,2009,51263
"1189",1,1,350,329,0,2007,2271
"1190",1,0,0,0,268,2009,2048
"1191",1,1,331,0,0,2005,1734
"1192",1,2,298,0,273,2009,1606
"1193",1,2,317,302,0,2006,0
"1194",1,2,319,298,0,2006,2670
"1195",2,2,342,0,0,2004,1933
"1196",1,1,322,0,0,0,0
"1197",1,2,298,0,324,0,0
"1198",2,1,311,0,0,2005,2597
"1199",2,0,355,0,0,2005,0
"1200",1,2,367,363,0,2008,50028
"1201",1,1,0,294,0,2008,2824
"1202",1,1,353,316,0,2005,2381
"1203",1,1,329,0,240,2007,1701
"1204",1,2,317,0,0,2006,1473
"1205",2,1,367,348,0,2005,0
"1206",1,1,0,0,0,2008,50165
"1207",1,1,367,348,0,2008,2203
"1208",1,1,367,0,0,2006,1269
"1209",1,2,367,332,344,2007,51695
"1210",1,1,340,362,0,2009,9076
"1211",1,2,298,314,168,2005,17584
"1212",5,1,386,368,0,2005,2325
"1213",1,1,355,0,0,2007,2204
"1214",1,1,367,337,192,2006,2596
"1215",1,0,0,0,0,0,0
"1216",1,1,368,0,0,2006,50508
"1217",1,2,327,0,0,2006,786
"1218",1,2,355,359,0,0,1443
"1219",1,1,340,0,268,0,0
"1220",1,2,308,294,0,2007,50353
"1221",1,1,336,0,271,2007,0
"1222",1,2,308,351,266,2009,2001
"1223",1,1,368,377,0,2008,1650
"1224",2,2,323,298,0,2004,2805
"1225",1,2,298,0,147,2008,1640
"1226",1,2,355,0,0,2007,50034
"1227",1,1,366,377,0,2007,50084
"1228",1,2,326,0,184,2007,2686
"1229",1,1,355,0,0,0,0
"1230",2,2,292,0,0,2005,0
"1231",1,1,374,369,0,0,2248
"1232",1,2,367,342,0,2005,25843
"1233",1,1,363,368,0,2008,1380
"1234",1,1,367,0,0,2006,1594
"1235",2,1,331,330,0,2005,2788
"1236",1,2,314,0,0,2005,53885
"1237",1,2,365,329,340,2007,1689
"1238",1,1,0,0,270,2009,3120
"1239",1,2,298,314,0,2007,0
"1240",1,1,298,0,323,2007,51302
"1241",1,1,294,386,342,2006,2452
"1242",1,1,301,355,0,2006,1289
"1243",1,1,294,374,0,2006,2699
"1244",1,1,371,329,0,2007,50521
"1245",1,1,309,389,330,2007,2845
"1246",1,1,355,0,0,2007,1349
"1247",1,1,350,0,0,2008,2705
"1248",1,2,355,368,0,2008,53585
"1249",1,1,368,0,132,2008,1617
"1250",1,1,317,0,228,2007,1732
"1251",1,2,351,0,219,2006,0
"1252",1,1,298,368,0,2008,3029
"1253",1,1,348,371,265,2009,1277
"1254",1,1,390,0,268,2009,1294
"1255",1,2,316,0,0,2007,2903
"1256",1,1,350,377,273,2008,50293
"1257",1,1,298,350,267,2009,1486
"1258",1,1,289,0,0,2008,50129
"1259",1,2,298,0,181,2007,1389
"1260",1,2,314,0,0,2005,3123
"1261",1,1,382,0,358,2009,1473
"1262",1,1,350,0,273,2009,1849
"1263",1,1,367,0,0,2005,1945
"1264",1,0,0,0,0,0,0
"1265",1,1,298,0,258,2009,2753
"1266",1,1,366,350,0,2008,2702
"1267",1,2,292,383,130,2007,2954
"1268",1,1,375,355,0,2008,2699
"1269",1,2,355,0,0,2006,2232
"1270",1,1,355,0,0,2006,0
"1271",2,1,374,386,0,2005,3093
"1272",1,1,387,0,143,0,2779
"1273",2,1,323,324,0,2005,1887
"1274",1,2,298,362,145,2008,23341
"1275",1,2,355,368,0,2007,1438
"1276",1,0,0,0,0,0,0
"1277",2,1,311,0,0,2005,50257
"1278",1,2,315,0,0,2008,1776
"1279",1,2,292,311,339,2006,1476
"1280",1,2,355,353,0,2007,1465
"1281",2,2,355,0,0,2002,2868
"1282",5,2,352,0,0,2006,52783
"1283",1,0,366,377,0,2007,0
"1284",1,1,367,329,268,2009,1320
"1285",4,0,0,0,0,0,0
"1286",1,2,298,0,273,0,0
"1287",1,2,384,0,0,2008,1490
"1288",2,2,300,0,0,2004,0
"1289",2,1,298,0,0,2004,1595
"1290",1,1,298,367,0,0,3121
"1291",1,2,327,0,257,2009,1912
"1292",1,1,362,368,0,2007,50864
"1293",1,1,383,0,0,2008,1608
"1294",1,1,298,368,131,2008,2505
"1295",2,2,314,378,339,2005,0
"1296",2,1,290,0,0,2005,1572
"1297",2,1,329,0,0,2005,1606
"1298",1,2,0,0,0,2006,0
"1299",2,1,298,0,0,2005,1697
"1300",1,2,365,0,0,2008,2760
"1301",1,1,305,0,145,2007,2181
"1302",2,2,351,378,0,2005,2460
"1303",1,1,340,368,312,2008,2763
"1304",1,2,384,0,148,2005,1506
"1305",1,1,0,377,0,2006,2849
"1306",1,1,0,0,0,2008,2674
"1307",1,1,306,0,0,2007,2749
"1308",1,1,341,0,190,2006,1543
"1309",1,0,0,0,0,0,0
"1310",1,1,298,368,0,2007,50107
"1311",1,1,0,0,266,2009,2568
"1312",1,1,382,0,222,2006,0
"1313",1,1,368,0,0,2006,1429
"1314",1,1,355,360,321,2007,2753
"1315",2,1,316,0,0,2004,1654
"1316",1,2,300,314,267,2006,0
"1317",2,2,317,0,0,0,2677
"1318",1,2,331,355,159,2007,2275
"1319",1,2,355,390,263,2009,52730
"1320",1,1,366,373,0,2007,1734
"1321",1,1,379,0,0,0,2568
"1322",1,2,355,316,256,2009,50541
"1323",1,1,0,0,0,2008,50378
"1324",1,1,316,0,322,2007,1473
"1325",2,2,357,355,219,2004,2054
"1326",1,1,341,382,0,2008,2514
"1327",1,2,298,0,0,2007,2702
"1328",1,2,378,0,358,2009,0
"1329",1,0,293,0,0,2006,1599
"1330",1,1,368,348,0,2005,2836
"1331",1,1,317,357,0,2006,50107
"1332",2,1,332,294,0,2004,2714
"1333",1,0,329,289,0,2006,50058
"1334",1,1,307,0,0,2008,2042
"1335",1,1,355,0,0,0,1725
"1336",1,1,327,351,257,2009,1741
"1337",1,2,292,385,270,2009,50864
"1338",1,2,298,0,0,2006,3118
"1339",1,1,331,0,0,2007,0
"1340",1,0,0,0,0,0,0
"1341",2,2,298,389,0,2005,1473
"1342",2,2,298,314,0,2005,2868
"1343",2,2,348,386,0,2005,2581
"1344",1,1,342,350,271,2007,0
"1345",2,1,0,0,0,0,0
"1346",1,1,0,0,269,2009,50054
"1347",2,1,367,0,0,2004,2688
"1348",1,2,319,0,0,2008,2674
"1349",1,2,315,0,257,2009,1277
"1350",1,2,314,0,0,2006,1764
"1351",1,2,327,316,0,2008,1272
"1352",1,2,314,0,0,2006,1294
"1353",2,1,356,0,0,2005,1473
"1354",1,2,367,371,0,2007,50500
"1355",2,2,365,0,0,2005,3161
"1356",2,2,366,0,297,2002,50193
"1357",1,2,355,0,263,2008,1375
"1358",1,2,298,0,0,2008,2599
"1359",2,2,327,0,260,2004,2973
"1360",1,1,329,0,0,2006,1636
"1361",1,1,314,348,0,2007,1596
"1362",1,0,340,0,0,2007,0
"1363",1,0,367,0,0,2006,11019
"1364",1,1,331,294,269,2009,1617
"1365",1,1,355,298,260,2009,3091
"1366",1,2,351,357,0,0,1311
"1367",1,2,340,381,0,2004,50160
"1368",2,2,0,0,0,2005,0
"1369",1,2,298,306,290,2008,2442
"1370",2,2,319,0,0,2004,1733
"1371",1,0,0,0,0,0,0
"1372",1,1,390,0,261,2009,2870
"1373",1,2,319,0,0,2008,2432
"1374",1,1,350,0,0,2007,2779
"1375",2,2,340,0,0,2004,0
"1376",2,1,350,0,0,2005,1697
"1377",1,1,382,0,0,0,2216
"1378",2,1,368,0,333,2005,2191
"1379",1,2,0,0,0,0,2682
"1380",1,2,387,301,0,2007,1277
"1381",1,1,316,359,0,2006,1963
"1382",1,2,368,0,259,2009,1787
"1383",1,2,308,0,323,2006,1594
"1384",1,2,319,0,128,2004,0
"1385",1,2,377,350,0,2007,2853
"1386",1,1,360,0,0,2009,60207
"1387",2,2,298,355,0,0,2687
"1388",1,0,0,0,0,0,0
"1389",1,2,295,303,0,0,2677
"1390",2,2,298,314,0,2004,2561
"1391",1,2,355,0,164,2006,0
"1392",1,2,382,360,0,2006,1996
"1393",1,2,314,357,323,2008,1389
"1394",1,1,375,350,0,2007,50107
"1395",1,2,300,0,262,2009,0
"1396",1,1,298,0,0,2009,2753
"1397",1,2,349,0,211,0,50459
"1398",1,1,292,0,0,2006,2303
"1399",5,2,321,0,0,0,0
"1400",1,1,367,347,0,2005,0
"1401",2,0,0,0,0,0,0
"1402",1,2,355,0,139,2008,2572
"1403",1,1,367,0,205,2006,1381
"1404",1,1,298,329,189,0,0
"1405",2,2,368,0,0,2004,2149
"1406",1,1,367,335,0,2008,1525
"1407",1,2,349,377,0,2009,50566
"1408",1,2,368,0,0,2008,1544
"1409",1,2,294,0,0,0,2605
"1410",1,1,315,0,0,2008,0
"1411",1,1,298,0,271,2007,1607
"1412",3,2,329,308,0,0,2135
"1413",1,1,350,0,0,2005,0
"1414",2,2,323,324,0,2004,0
"1415",2,1,367,350,136,2001,2842
"1416",1,2,355,0,0,2008,2830
"1417",1,2,350,375,178,2007,2779
"1418",1,1,363,367,0,2006,2664
"1419",1,1,348,342,197,2006,1943
"1420",1,1,356,0,256,2009,1702
"1421",1,1,327,0,0,2006,2618
"1422",2,1,363,0,196,2004,0
"1423",2,1,368,291,0,2005,3316
"1424",1,2,0,0,323,2008,2764
"1425",1,1,374,0,267,2006,2692
"1426",1,2,375,314,219,2007,0
"1427",1,1,0,0,313,2008,50024
"1428",1,1,366,348,0,2007,1912
"1429",1,1,291,379,261,2009,52837
"1430",1,1,300,0,0,2008,24657
"1431",2,1,314,389,0,2005,50157
"1432",1,2,319,0,0,2008,2749
"1433",1,1,349,0,323,2007,2767
"1434",1,1,366,0,0,2007,18559
"1435",1,2,390,353,0,2009,2904
"1436",1,1,350,371,267,2009,50652
"1437",1,2,301,357,268,2009,2752
"1438",1,2,329,0,267,0,1888
"1439",1,2,362,381,0,2010,1272
"1440",1,1,0,0,0,2009,2233
"1441",1,1,367,0,0,2006,1933
"1442",1,2,381,372,270,2009,2514
"1443",1,0,0,0,0,0,0
"1444",1,0,0,0,0,0,0
"1445",2,1,306,0,0,2005,1658
"1446",2,1,329,0,0,2004,2881
"1447",1,2,0,0,0,2009,2439
"1448",1,2,351,386,0,0,2232
"1449",2,2,300,326,136,2001,2871
"1450",1,0,0,0,0,0,0
"1451",1,1,329,363,0,2009,0
"1452",1,2,308,319,0,2006,1924
"1453",1,2,341,0,271,2007,2227
"1454",2,1,387,0,0,2005,0
"1455",1,2,382,348,0,2005,1803
"1456",1,2,365,349,0,2009,50023
"1457",1,1,367,363,0,2005,1909
"1458",1,2,350,0,0,2007,2135
"1459",1,2,308,351,0,2006,56495
"1460",1,2,313,0,263,2009,1334
"1461",2,1,306,294,0,2004,0
"1462",2,2,308,323,0,2005,3004
"1463",1,1,382,0,0,2007,0
"1464",1,1,367,314,224,2007,1326
"1465",1,2,355,390,271,2007,1912
"1466",1,2,366,0,232,2008,50541
"1467",1,0,329,293,0,2006,1617
"1468",1,1,355,390,260,2009,1595
"1469",1,1,381,368,261,2009,2294
"1470",1,1,311,377,0,2007,2360
"1471",1,1,326,316,0,2007,0
